province,Y-W,newcases,newcases_tminus1,newcases_tminus2,newcases_tminus3,newcases_tminus4,newcases_tplus1,newcases_tplus2,newcases_tplus4,spc_tminus1,spc_tminus2,spc_tminus3,spc_tminus4,temp_min_tminus1,temp_min_tminus2,temp_min_tminus3,temp_min_tminus4,temp_max_tminus1,temp_max_tminus2,temp_max_tminus3,temp_max_tminus4,retail_tminus1,retail_tminus2,retail_tminus3,retail_tminus4,grocery_tminus1,grocery_tminus2,grocery_tminus3,grocery_tminus4,parks_tminus1,parks_tminus2,parks_tminus3,parks_tminus4,transit_tminus1,transit_tminus2,transit_tminus3,transit_tminus4,workplaces_tminus1,workplaces_tminus2,workplaces_tminus3,workplaces_tminus4,residential_tminus1,residential_tminus2,residential_tminus3,residential_tminus4,2019employment_rate,2019intermunicipal_migration_rate,2019annual_contrib_margin,2019share_age_64,2019number_workplaces,Subdivision Name (en)
Pirkanmaa,2021-06,0.578948118956971,1.0624534488747825,1.322855355404108,1.069041730321975,1.2266711670224097,1.0288447926808553,1.2153897898316823,1.831058497305104,1.2198205298961402,1.3846586246041543,1.146937488735699,0.9592849879724934,-16.914285714285715,-8.22857142857143,-3.2,-14.771428571428572,-7.899999999999999,-4.228571428571429,0.1285714285714286,-6.914285714285714,,,,,,,,,,,,,,,,,,,,,,,,,71.4,1886,305.6,21.8,217811,Pirkanmaa
Ostrobothnia,2021-06,2.0789352024729593,2.0646064211803075,1.9087484305588338,1.4039851570706614,1.3010766398656406,1.8020579883235006,1.7638056787919922,1.3611713765497915,0.8682294344820287,1.0678224920002546,0.94406602198475,0.8133730675107483,-13.742857142857144,-5.371428571428572,-4.242857142857143,-16.814285714285713,-8.714285714285714,-2.857142857142857,-0.0428571428571428,-8.1,,,,,,,,,,,,,,,,,,,,,,,,,76.7,-986,275.3,23.0,78711,Ostrobothnia
North Karelia,2021-06,0.5143976316462852,0.35630125837029764,0.31253768402089904,0.9032289167220481,0.8523968315152459,0.9277077260794285,0.6822742170051629,0.0,1.117451440979953,1.304352518580368,1.153042900059355,1.0148857891754364,-14.842857142857143,-8.214285714285714,-2.085714285714286,-12.4,-6.842857142857143,-3.742857142857143,0.6571428571428573,-4.971428571428571,,,,,,,,,,,,,,,,,,,,,,,,,64.8,-636,345.7,26.5,60515,North Karelia
Northern Ostrobothnia,2021-06,0.7811860281354115,0.9535317142865182,1.0594666437810751,1.4497875985653632,1.1852376302001206,0.8861227017305837,1.249599322515149,1.0425719243391125,1.0348613817834431,1.1857564186754563,0.994830678537533,0.8438594530032113,-14.757142857142856,-3.3714285714285714,-5.685714285714285,-17.057142857142857,-9.657142857142857,-0.7714285714285715,-1.457142857142857,-10.771428571428572,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-862,185.0,19.6,164619,Northern Ostrobothnia
Northern Savonia,2021-06,0.21646307860037975,0.5216184788811041,1.1553376036792167,1.6309083796373554,1.3915220480658417,0.24838764502345526,0.5452454387999126,1.2859684009307968,1.1353480543687946,1.2734215504735396,0.9768400468054484,0.8984797161797063,-20.557142857142857,-8.957142857142857,-5.1000000000000005,-13.114285714285714,-8.457142857142857,-4.071428571428571,-1.2428571428571429,-5.671428571428572,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-543,162.0,25.3,98975,Northern Savonia
Päijänne Tavastia,2021-06,0.993592438942585,0.975435573884425,0.975435573884425,0.8793502266008101,0.8589734194759066,0.9381018567613227,1.58674579058981,2.215328134862011,1.2400783793485086,1.4188868603723688,1.2285836814114477,1.0337421644525076,-15.757142857142858,-4.0285714285714285,-5.014285714285714,-19.52857142857143,-9.87142857142857,-1.6,-1.0142857142857142,-10.3,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-591,222.7,26.7,77081,Päijänne Tavastia
Satakunta,2021-06,1.67095212640917,0.9649907010366154,1.227865283125328,0.7486402445884563,0.41253332145594024,2.6715469272842474,1.8683768153134594,1.3062942058641696,1.2961526571936817,1.4657846985323777,1.2767159588291208,1.1484372536031884,-14.55714285714286,-6.885714285714286,-1.585714285714286,-13.3,-5.528571428571429,-2.314285714285714,1.4857142857142858,-5.357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,71.2,-1141,63.9,27.2,86401,Satakunta
Uusimaa,2021-06,2.3521892731779337,2.3169236410209084,2.2003894721914468,2.1372926354469315,1.7953366340469241,2.5751911028516523,2.756672529655279,2.9531118732451187,1.1078843183470743,1.3039692773211673,1.1090317350879066,0.9625493411376526,-15.94285714285714,-7.528571428571429,-3.2142857142857144,-16.642857142857142,-8.371428571428572,-4.171428571428572,0.0142857142857143,-7.285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,75.2,8144,601.0,17.6,836622,Uusimaa
Southwest Finland,2021-06,1.594532284945252,1.7173906868319617,1.934444058411504,1.8267930299462303,1.6195189788245685,2.1226813685467203,2.199248089589352,2.5346402369302186,1.258337633795947,1.3765495783258808,1.1431118419940791,0.9614129546316118,-13.2,-5.128571428571429,-1.7857142857142858,-14.05714285714286,-6.1000000000000005,-1.7,1.4571428571428573,-6.114285714285714,,,,,,,,,,,,,,,,,,,,,,,,,72.4,887,74.1,23.3,202061,Southwest Finland
South Karelia,2021-07,1.717354074244979,0.743387888806429,0.5359683862938617,0.43923778741861264,0.665503601749357,1.7452529602164728,2.0611066834463854,2.2099525991650766,1.0831576850772644,1.1756036958088634,1.3783887634318306,1.1861914493508985,-18.74285714285714,-17.771428571428572,-7.385714285714286,-5.428571428571429,-7.371428571428572,-10.642857142857142,-4.471428571428572,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,67.4,-488,387.3,27.4,47995,South Karelia
Southern Ostrobothnia,2021-07,0.8776131966999335,0.8333728740108911,0.0,0.6875368846780402,0.0,0.5769729203876538,0.7870843841046561,0.34807706786935605,1.3269890182247874,1.3869652624215711,1.4559314370518397,1.1865834535598403,-18.842857142857145,-18.74285714285714,-9.528571428571428,-5.714285714285714,-5.785714285714286,-8.214285714285714,-4.0,-1.757142857142857,,,,,,,,,,,,,,,,,,,,,,,,,73.8,-935,123.6,25.4,77419,Southern Ostrobothnia
Southern Savonia,2021-07,1.9816379014575152,1.0326731599024859,1.1100908215067213,1.3515887668841224,0.3730389413790142,1.5930146570167207,1.1819432565455685,1.0849450417026252,0.9833707902198516,1.0887512399171806,1.277871521172384,1.2231227282744666,-20.77142857142857,-19.014285714285712,-11.0,-8.585714285714285,-10.228571428571428,-10.3,-5.814285714285715,-4.457142857142857,,,,,,,,,,,,,,,,,,,,,,,,,68.9,-1228,143.5,30.9,50145,Southern Savonia
Kainuu,2021-07,0.0,0.0,0.8135315778230269,0.6814695270847861,0.0,0.0,0.0,0.6814695270847861,0.9693609867276796,1.045896995596398,1.2441237514892405,1.2433670898907752,-15.614285714285714,-16.45714285714286,-4.257142857142857,-4.8,-9.257142857142856,-9.328571428571427,-1.5285714285714285,-0.7857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,68.3,-462,857.2,28.5,27218,Kainuu
Tavastia Proper,2021-07,1.2587040520972785,0.8783766797485733,1.0358006576312009,1.2587040520972785,0.9488984237819623,1.606728135036914,1.507952777193681,2.1677317646199903,1.2372605405992732,1.2875487804765422,1.4253841813250356,1.2529793962694311,-18.314285714285717,-13.828571428571427,-12.342857142857143,-15.142857142857142,-10.071428571428571,-8.72857142857143,-8.242857142857144,-11.614285714285714,,,,,,,,,,,,,,,,,,,,,,,,,73.1,-69,197.5,25.3,64199,Tavastia Proper
Central Ostrobothnia,2021-07,0.6326052905097063,0.0,0.0,0.0,0.551251705364027,0.7777999703806804,0.8431878617604739,0.7078355058394231,1.375440040936505,1.406216230324456,1.4753807981948832,1.1928294074805843,-19.585714285714285,-17.985714285714288,-3.971428571428572,-7.785714285714286,-11.728571428571428,-10.4,-1.5142857142857142,-3.3285714285714287,,,,,,,,,,,,,,,,,,,,,,,,,74.3,-450,189.5,23.4,28177,Central Ostrobothnia
Central Finland,2021-07,0.9178660611845652,1.29227700999076,1.8435320453555695,2.125009990985406,1.229926733062494,1.229926733062494,1.1165058727664632,1.4064022972961183,1.020876230063294,1.0388041622627333,1.203152804779203,1.105917961929046,-22.285714285714285,-14.214285714285714,-11.271428571428572,-14.585714285714287,-10.94285714285714,-8.257142857142856,-7.1571428571428575,-10.6,,,,,,,,,,,,,,,,,,,,,,,,,68.0,-262,94.5,23.2,106637,Central Finland
Kymenlaakso,2021-07,0.7149816050636023,0.7445860310195446,0.9777072926547378,1.4624932698003847,1.5444154441922984,0.9543314748814319,0.2678129859293255,1.3575772186854937,1.1476822709320735,1.1789458713013636,1.2813091032343418,1.102635068173812,-18.0,-18.842857142857145,-5.114285714285714,-6.485714285714286,-9.5,-11.1,-1.8714285714285717,-2.2142857142857144,,,,,,,,,,,,,,,,,,,,,,,,,67.9,-1286,175.6,28.0,61440,Kymenlaakso
Lapland,2021-07,1.0731394115622344,0.8817438781166304,0.8337344668188448,1.1295808994937055,1.0133207174995804,0.8337344668188448,0.6741036118921504,1.2337214602749167,1.0440077784451869,1.1553235633898735,1.2871923422521023,1.2081305459591725,-15.271428571428572,-15.242857142857144,-7.671428571428572,-4.214285714285714,-4.614285714285715,-6.014285714285714,-4.4,-0.8714285714285713,,,,,,,,,,,,,,,,,,,,,,,,,70.3,-968,-0.3,25.3,71925,Lapland
Pirkanmaa,2021-07,1.0288447926808553,0.578948118956971,1.0624534488747825,1.322855355404108,1.069041730321975,1.2153897898316823,1.573846845369313,1.7513439762197716,1.222036202366786,1.2198205298961402,1.3846586246041543,1.146937488735699,-16.02857142857143,-16.914285714285715,-8.22857142857143,-3.2,-6.742857142857143,-7.899999999999999,-4.228571428571429,0.1285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,71.4,1886,305.6,21.8,217811,Pirkanmaa
Ostrobothnia,2021-07,1.8020579883235006,2.0789352024729593,2.0646064211803075,1.9087484305588338,1.4039851570706614,1.7638056787919922,1.4450409273634692,0.6764688480748329,0.9398635127476092,0.8682294344820287,1.0678224920002546,0.94406602198475,-15.171428571428573,-13.742857142857144,-5.371428571428572,-4.242857142857143,-7.928571428571429,-8.714285714285714,-2.857142857142857,-0.0428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,76.7,-986,275.3,23.0,78711,Ostrobothnia
North Karelia,2021-07,0.9277077260794285,0.5143976316462852,0.35630125837029764,0.31253768402089904,0.9032289167220481,0.6822742170051629,0.0,0.7988418155344893,0.992493576703538,1.117451440979953,1.304352518580368,1.153042900059355,-14.714285714285714,-14.842857142857143,-8.214285714285714,-2.085714285714286,-4.714285714285714,-6.842857142857143,-3.742857142857143,0.6571428571428573,,,,,,,,,,,,,,,,,,,,,,,,,64.8,-636,345.7,26.5,60515,North Karelia
Northern Ostrobothnia,2021-07,0.8861227017305837,0.7811860281354115,0.9535317142865182,1.0594666437810751,1.4497875985653632,1.249599322515149,1.228602351445192,0.770060339016684,0.9321309869004932,1.0348613817834431,1.1857564186754563,0.994830678537533,-15.271428571428572,-14.757142857142856,-3.3714285714285714,-5.685714285714285,-9.114285714285714,-9.657142857142857,-0.7714285714285715,-1.457142857142857,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-862,185.0,19.6,164619,Northern Ostrobothnia
Northern Savonia,2021-07,0.24838764502345526,0.21646307860037975,0.5216184788811041,1.1553376036792167,1.6309083796373554,0.5452454387999126,0.9751108617508146,0.862680802584271,1.006110626129618,1.1353480543687946,1.2734215504735396,0.9768400468054484,-18.62857142857143,-20.557142857142857,-8.957142857142857,-5.1000000000000005,-5.885714285714285,-8.457142857142857,-4.071428571428571,-1.2428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-543,162.0,25.3,98975,Northern Savonia
Päijänne Tavastia,2021-07,0.9381018567613227,0.993592438942585,0.975435573884425,0.975435573884425,0.8793502266008101,1.58674579058981,1.7083030944907192,2.362960005738548,1.147426177323479,1.2400783793485086,1.4188868603723688,1.2285836814114477,-16.728571428571428,-15.757142857142858,-4.0285714285714285,-5.014285714285714,-8.628571428571428,-9.87142857142857,-1.6,-1.0142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-591,222.7,26.7,77081,Päijänne Tavastia
Satakunta,2021-07,2.6715469272842474,1.67095212640917,0.9649907010366154,1.227865283125328,0.7486402445884563,1.8683768153134594,2.092177159268151,1.0166892785390624,1.1954318447189338,1.2961526571936817,1.4657846985323777,1.2767159588291208,-14.585714285714284,-14.55714285714286,-6.885714285714286,-1.585714285714286,-5.514285714285714,-5.528571428571429,-2.314285714285714,1.4857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,71.2,-1141,63.9,27.2,86401,Satakunta
Uusimaa,2021-07,2.5751911028516523,2.3521892731779337,2.3169236410209084,2.2003894721914468,2.1372926354469315,2.756672529655279,2.852278733181008,2.873407925000365,1.0251685071871284,1.1078843183470743,1.3039692773211673,1.1090317350879066,-18.12857142857143,-15.94285714285714,-7.528571428571429,-3.2142857142857144,-8.142857142857142,-8.371428571428572,-4.171428571428572,0.0142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,75.2,8144,601.0,17.6,836622,Uusimaa
Southwest Finland,2021-07,2.1226813685467203,1.594532284945252,1.7173906868319617,1.934444058411504,1.8267930299462303,2.199248089589352,2.5096239358894312,2.664223178072478,1.3234473030001672,1.258337633795947,1.3765495783258808,1.1431118419940791,-13.457142857142856,-13.2,-5.128571428571429,-1.7857142857142858,-6.742857142857143,-6.1000000000000005,-1.7,1.4571428571428573,,,,,,,,,,,,,,,,,,,,,,,,,72.4,887,74.1,23.3,202061,Southwest Finland
South Karelia,2021-08,1.7452529602164728,1.717354074244979,0.743387888806429,0.5359683862938617,0.43923778741861264,2.0611066834463854,2.0809698679191544,2.1382964768997303,1.4929466894399543,1.0831576850772644,1.1756036958088634,1.3783887634318306,-16.728571428571428,-18.74285714285714,-17.771428571428572,-7.385714285714286,-8.414285714285715,-7.371428571428572,-10.642857142857142,-4.471428571428572,,,,,,,,,,,,,,,,,,,,,,,,,67.4,-488,387.3,27.4,47995,South Karelia
Southern Ostrobothnia,2021-08,0.5769729203876538,0.8776131966999335,0.8333728740108911,0.0,0.6875368846780402,0.7870843841046561,0.7631110437483835,0.0,1.5477729077175115,1.3269890182247874,1.3869652624215711,1.4559314370518397,-14.757142857142856,-18.842857142857145,-18.74285714285714,-9.528571428571428,-6.6000000000000005,-5.785714285714286,-8.214285714285714,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,73.8,-935,123.6,25.4,77419,Southern Ostrobothnia
Southern Savonia,2021-08,1.5930146570167207,1.9816379014575152,1.0326731599024859,1.1100908215067213,1.3515887668841224,1.1819432565455685,1.1819432565455685,1.9283034180063283,1.3152162585658835,0.9833707902198516,1.0887512399171806,1.277871521172384,-17.057142857142857,-20.77142857142857,-19.014285714285712,-11.0,-9.857142857142858,-10.228571428571428,-10.3,-5.814285714285715,,,,,,,,,,,,,,,,,,,,,,,,,68.9,-1228,143.5,30.9,50145,Southern Savonia
Kainuu,2021-08,0.0,0.0,0.0,0.8135315778230269,0.6814695270847861,0.0,0.0,0.6814695270847861,1.2666644662896165,0.9693609867276796,1.045896995596398,1.2441237514892405,-16.057142857142857,-15.614285714285714,-16.45714285714286,-4.257142857142857,-7.628571428571428,-9.257142857142856,-9.328571428571427,-1.5285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,68.3,-462,857.2,28.5,27218,Kainuu
Tavastia Proper,2021-08,1.606728135036914,1.2587040520972785,0.8783766797485733,1.0358006576312009,1.2587040520972785,1.507952777193681,2.1474000344283355,1.629969402526927,1.60617981398696,1.2372605405992732,1.2875487804765422,1.4253841813250356,-18.914285714285715,-18.314285714285717,-13.828571428571427,-12.342857142857143,-13.171428571428573,-10.071428571428571,-8.72857142857143,-8.242857142857144,,,,,,,,,,,,,,,,,,,,,,,,,73.1,-69,197.5,25.3,64199,Tavastia Proper
Central Ostrobothnia,2021-08,0.7777999703806804,0.6326052905097063,0.0,0.0,0.0,0.8431878617604739,0.0,0.0,1.4425917782219204,1.375440040936505,1.406216230324456,1.4753807981948832,-21.428571428571427,-19.585714285714285,-17.985714285714288,-3.971428571428572,-12.657142857142857,-11.728571428571428,-10.4,-1.5142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,74.3,-450,189.5,23.4,28177,Central Ostrobothnia
Central Finland,2021-08,1.229926733062494,0.9178660611845652,1.29227700999076,1.8435320453555695,2.125009990985406,1.1165058727664632,1.379068657423181,1.360422132629348,1.4356879091711725,1.020876230063294,1.0388041622627333,1.203152804779203,-19.357142857142858,-22.285714285714285,-14.214285714285714,-11.271428571428572,-11.671428571428573,-10.94285714285714,-8.257142857142856,-7.1571428571428575,,,,,,,,,,,,,,,,,,,,,,,,,68.0,-262,94.5,23.2,106637,Central Finland
Kymenlaakso,2021-08,0.9543314748814319,0.7149816050636023,0.7445860310195446,0.9777072926547378,1.4624932698003847,0.2678129859293255,1.3090092127286999,1.974563402077947,1.601170192159982,1.1476822709320735,1.1789458713013636,1.2813091032343418,-18.057142857142857,-18.0,-18.842857142857145,-5.114285714285714,-10.571428571428571,-9.5,-11.1,-1.8714285714285717,,,,,,,,,,,,,,,,,,,,,,,,,67.9,-1286,175.6,28.0,61440,Kymenlaakso
Lapland,2021-08,0.8337344668188448,1.0731394115622344,0.8817438781166304,0.8337344668188448,1.1295808994937055,0.6741036118921504,0.7301933407821827,0.29239035521763995,1.3449974017354822,1.0440077784451869,1.1553235633898735,1.2871923422521023,-11.357142857142858,-15.271428571428572,-15.242857142857144,-7.671428571428572,-4.485714285714286,-4.614285714285715,-6.014285714285714,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,70.3,-968,-0.3,25.3,71925,Lapland
Pirkanmaa,2021-08,1.2153897898316823,1.0288447926808553,0.578948118956971,1.0624534488747825,1.322855355404108,1.573846845369313,1.831058497305104,1.7645330734257247,1.6184076001527208,1.222036202366786,1.2198205298961402,1.3846586246041543,-13.214285714285714,-16.02857142857143,-16.914285714285715,-8.22857142857143,-4.557142857142857,-6.742857142857143,-7.899999999999999,-4.228571428571429,,,,,,,,,,,,,,,,,,,,,,,,,71.4,1886,305.6,21.8,217811,Pirkanmaa
Ostrobothnia,2021-08,1.7638056787919922,1.8020579883235006,2.0789352024729593,2.0646064211803075,1.9087484305588338,1.4450409273634692,1.3611713765497915,0.6471253972936011,1.3193676440089404,0.9398635127476092,0.8682294344820287,1.0678224920002546,-14.05714285714286,-15.171428571428573,-13.742857142857144,-5.371428571428572,-6.328571428571428,-7.928571428571429,-8.714285714285714,-2.857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,76.7,-986,275.3,23.0,78711,Ostrobothnia
North Karelia,2021-08,0.6822742170051629,0.9277077260794285,0.5143976316462852,0.35630125837029764,0.31253768402089904,0.0,0.0,0.8523968315152459,1.409735457052925,0.992493576703538,1.117451440979953,1.304352518580368,-9.314285714285717,-14.714285714285714,-14.842857142857143,-8.214285714285714,-1.1714285714285717,-4.714285714285714,-6.842857142857143,-3.742857142857143,,,,,,,,,,,,,,,,,,,,,,,,,64.8,-636,345.7,26.5,60515,North Karelia
Northern Ostrobothnia,2021-08,1.249599322515149,0.8861227017305837,0.7811860281354115,0.9535317142865182,1.0594666437810751,1.228602351445192,1.0425719243391125,0.47257083112506526,1.2128109319224143,0.9321309869004932,1.0348613817834431,1.1857564186754563,-15.542857142857144,-15.271428571428572,-14.757142857142856,-3.3714285714285714,-8.528571428571428,-9.114285714285714,-9.657142857142857,-0.7714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-862,185.0,19.6,164619,Northern Ostrobothnia
Northern Savonia,2021-08,0.5452454387999126,0.24838764502345526,0.21646307860037975,0.5216184788811041,1.1553376036792167,0.9751108617508146,1.2859684009307968,1.2048364274292898,1.420757938143128,1.006110626129618,1.1353480543687946,1.2734215504735396,-16.02857142857143,-18.62857142857143,-20.557142857142857,-8.957142857142857,-6.871428571428572,-5.885714285714285,-8.457142857142857,-4.071428571428571,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-543,162.0,25.3,98975,Northern Savonia
Päijänne Tavastia,2021-08,1.58674579058981,0.9381018567613227,0.993592438942585,0.975435573884425,0.975435573884425,1.7083030944907192,2.215328134862011,2.149578801219193,1.53547292012742,1.147426177323479,1.2400783793485086,1.4188868603723688,-17.45714285714286,-16.728571428571428,-15.757142857142858,-4.0285714285714285,-8.885714285714286,-8.628571428571428,-9.87142857142857,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,69.5,-591,222.7,26.7,77081,Päijänne Tavastia
Satakunta,2021-08,1.8683768153134594,2.6715469272842474,1.67095212640917,0.9649907010366154,1.227865283125328,2.092177159268151,1.3062942058641696,1.1278413666099107,1.5008820170673631,1.1954318447189338,1.2961526571936817,1.4657846985323777,-8.485714285714286,-14.585714285714284,-14.55714285714286,-6.885714285714286,-1.385714285714286,-5.514285714285714,-5.528571428571429,-2.314285714285714,,,,,,,,,,,,,,,,,,,,,,,,,71.2,-1141,63.9,27.2,86401,Satakunta
Uusimaa,2021-08,2.756672529655279,2.5751911028516523,2.3521892731779337,2.3169236410209084,2.2003894721914468,2.852278733181008,2.9531118732451187,2.7495611032533005,1.3988177086912073,1.0251685071871284,1.1078843183470743,1.3039692773211673,-14.014285714285714,-18.12857142857143,-15.94285714285714,-7.528571428571429,-5.142857142857143,-8.142857142857142,-8.371428571428572,-4.171428571428572,,,,,,,,,,,,,,,,,,,,,,,,,75.2,8144,601.0,17.6,836622,Uusimaa
Southwest Finland,2021-08,2.199248089589352,2.1226813685467203,1.594532284945252,1.7173906868319617,1.934444058411504,2.5096239358894312,2.5346402369302186,2.4908725437474444,1.7811998025529272,1.3234473030001672,1.258337633795947,1.3765495783258808,-10.085714285714284,-13.457142857142856,-13.2,-5.128571428571429,-3.242857142857143,-6.742857142857143,-6.1000000000000005,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,72.4,887,74.1,23.3,202061,Southwest Finland
